total_num_tiles,2
total_num_kernels,1
total_num_cores,1
total_core_util,0.99
total_memory_size,18553
compute_node_count,1
plio_node_count,2
gmio_node_count,0
dma_node_count,0
pktio_node_count,0
pktcontrol_node_count,0
